"BusinessYear","StateCode","IssuerId","SourceName","VersionNum","ImportDate","IssuerId2","TIN","ProductId","StandardComponentId","EnrolleeContractRateDeterminationRule","TwoParentFamilyMaxDependentsRule","SingleParentFamilyMaxDependentsRule","DependentMaximumAgRule","ChildrenOnlyContractMaxChildrenRule","DomesticPartnerAsSpouseIndicator","SameSexPartnerAsSpouseIndicator","AgeDeterminationRule","MinimumTobaccoFreeMonthsRule","CohabitationRule","RowNumber","MarketCoverage","DentalOnlyPlan"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA009","67243LA0090002","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","Individual","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA009","67243LA0090003","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","Individual","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA009","67243LA0090004","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","Individual","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA009","67243LA0090005","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","Individual","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA009","67243LA0090006","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","Individual","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA009","67243LA0090007","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","Individual","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA009","67243LA0090008","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","Individual","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA009","67243LA0090009","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","Individual","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA009","67243LA0090010","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","Individual","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA010","67243LA0100001","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","SHOP (Small Group)","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA010","67243LA0100002","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","SHOP (Small Group)","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA010","67243LA0100003","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","SHOP (Small Group)","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA010","67243LA0100004","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","SHOP (Small Group)","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA010","67243LA0100005","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","SHOP (Small Group)","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA010","67243LA0100006","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","SHOP (Small Group)","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA010","67243LA0100007","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","SHOP (Small Group)","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA010","67243LA0100008","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","SHOP (Small Group)","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA010","67243LA0100009","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","SHOP (Small Group)","No"
"2016","LA","67243","HIOS","6","2015-09-27 18:35:28","67243","72-1285173","67243LA010","67243LA0100010","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No;Other Relationship,No","10","SHOP (Small Group)","No"
"2016","LA","72623","HIOS","2","2015-04-24 10:46:48","72623","47-0322111","72623LA001","72623LA0010001","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","26","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Sponsored Dependent,No;Life Partner,No","10","SHOP (Small Group)","Yes"
"2016","LA","72623","HIOS","2","2015-04-24 10:46:48","72623","47-0322111","72623LA001","72623LA0010002","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","26","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Sponsored Dependent,No;Life Partner,No","10","SHOP (Small Group)","Yes"
"2016","LA","72623","HIOS","2","2015-04-24 10:46:48","72623","47-0322111","72623LA001","72623LA0010003","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","26","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Sponsored Dependent,No;Life Partner,No","10","SHOP (Small Group)","Yes"
"2016","LA","72623","HIOS","2","2015-04-24 10:46:48","72623","47-0322111","72623LA001","72623LA0010004","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","26","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Sponsored Dependent,No;Life Partner,No","10","SHOP (Small Group)","Yes"
"2016","LA","74056","HIOS","3","2015-10-20 04:38:50","74056","36-3757528","74056LA001","74056LA0010001","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","26","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Dependent on a Minor Dependent,No;Life Partner,No","10","Individual","Yes"
"2016","LA","74056","HIOS","3","2015-10-20 04:38:50","74056","36-3757528","74056LA002","74056LA0020001","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","26","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Dependent on a Minor Dependent,No;Life Partner,No","10","Individual","Yes"
"2016","LA","74056","HIOS","3","2015-10-20 04:38:50","74056","36-3757528","74056LA003","74056LA0030001","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","26","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Dependent on a Minor Dependent,No;Life Partner,No","10","SHOP (Small Group)","Yes"
"2016","LA","74056","HIOS","3","2015-10-20 04:38:50","74056","36-3757528","74056LA004","74056LA0040001","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","26","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Dependent on a Minor Dependent,No;Life Partner,No","10","SHOP (Small Group)","Yes"
"2016","LA","75321","HIOS","2","2015-05-29 02:42:57","75321","57-0523959","75321LA002","75321LA0020001","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","26","3 or more","No","No","Age on effective date","Not Applicable","Spouse,No;Adopted Child,Yes;Stepson or Stepdaughter,Yes;Self,Yes;Child,Yes;Court Appointed Guardian,Yes","10","SHOP (Small Group)","Yes"
"2016","LA","75409","HIOS","1","2015-05-05 11:48:23","75409","13-5581829","75409LA015","75409LA0150001","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","26","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,Yes;Adopted Child,Yes;Foster Child,Yes;Ward,Yes;Stepson or Stepdaughter,Yes;Self,Yes;Child,Yes;Life Partner,No","10","SHOP (Small Group)","Yes"
"2016","LA","78461","HIOS","3","2015-08-27 11:14:25","78461","95-6042390","78461LA001","78461LA0010007","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,Yes;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,Yes;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Ex-Spouse,No;Life Partner,Yes","10","SHOP (Small Group)","Yes"
"2016","LA","78461","HIOS","3","2015-08-27 11:14:25","78461","95-6042390","78461LA001","78461LA0010008","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,Yes;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,Yes;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Ex-Spouse,No;Life Partner,Yes","10","SHOP (Small Group)","Yes"
"2016","LA","78461","HIOS","3","2015-08-27 11:14:25","78461","95-6042390","78461LA001","78461LA0010009","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,Yes;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,Yes;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Ex-Spouse,No;Life Partner,Yes","10","SHOP (Small Group)","Yes"
"2016","LA","78461","HIOS","3","2015-08-27 11:14:25","78461","95-6042390","78461LA001","78461LA0010010","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,Yes;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,Yes;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Ex-Spouse,No;Life Partner,Yes","10","SHOP (Small Group)","Yes"
"2016","LA","78461","HIOS","3","2015-08-27 11:14:25","78461","95-6042390","78461LA001","78461LA0010011","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,Yes;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,Yes;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Ex-Spouse,No;Life Partner,Yes","10","SHOP (Small Group)","Yes"
"2016","LA","78461","HIOS","3","2015-08-27 11:14:25","78461","95-6042390","78461LA001","78461LA0010012","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,Yes;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,Yes;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Ex-Spouse,No;Life Partner,Yes","10","SHOP (Small Group)","Yes"
"2016","LA","78461","HIOS","3","2015-08-27 11:14:25","78461","95-6042390","78461LA002","78461LA0020003","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,Yes;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,Yes;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Ex-Spouse,No;Life Partner,Yes","10","Individual","Yes"
"2016","LA","78461","HIOS","3","2015-08-27 11:14:25","78461","95-6042390","78461LA002","78461LA0020004","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,Yes;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,Yes;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Ex-Spouse,No;Life Partner,Yes","10","Individual","Yes"
"2016","LA","78461","HIOS","3","2015-08-27 11:14:25","78461","95-6042390","78461LA002","78461LA0020005","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,Yes;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,Yes;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Ex-Spouse,No;Life Partner,Yes","10","Individual","Yes"
"2016","LA","78461","HIOS","3","2015-08-27 11:14:25","78461","95-6042390","78461LA002","78461LA0020006","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,Yes;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,Yes;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Ex-Spouse,No;Life Partner,Yes","10","Individual","Yes"
"2016","LA","86868","HIOS","2","2015-07-10 02:19:03","86868","35-0472300","86868LA001","86868LA0010001","There are rates specifically for couples and for families (not just addition of individual rates)","3 or more","3 or more","30","1","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,Yes;Adopted Child,No;Foster Child,Yes;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Life Partner,No","10","SHOP (Small Group)","Yes"
"2016","LA","86868","HIOS","2","2015-07-10 02:19:03","86868","35-0472300","86868LA001","86868LA0010002","There are rates specifically for couples and for families (not just addition of individual rates)","3 or more","3 or more","30","1","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,Yes;Adopted Child,No;Foster Child,Yes;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Life Partner,No","10","SHOP (Small Group)","Yes"
"2016","LA","86868","HIOS","2","2015-07-10 02:19:03","86868","35-0472300","86868LA001","86868LA0010003","There are rates specifically for couples and for families (not just addition of individual rates)","3 or more","3 or more","30","1","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,Yes;Adopted Child,No;Foster Child,Yes;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Life Partner,No","10","SHOP (Small Group)","Yes"
"2016","LA","86868","HIOS","2","2015-07-10 02:19:03","86868","35-0472300","86868LA001","86868LA0010004","There are rates specifically for couples and for families (not just addition of individual rates)","3 or more","3 or more","30","1","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,Yes;Adopted Child,No;Foster Child,Yes;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Life Partner,No","10","SHOP (Small Group)","Yes"
"2016","LA","86868","HIOS","2","2015-07-10 02:19:03","86868","35-0472300","86868LA001","86868LA0010005","There are rates specifically for couples and for families (not just addition of individual rates)","3 or more","3 or more","30","1","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,Yes;Adopted Child,No;Foster Child,Yes;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Life Partner,No","10","SHOP (Small Group)","Yes"
"2016","LA","86868","HIOS","2","2015-07-10 02:19:03","86868","35-0472300","86868LA001","86868LA0010006","There are rates specifically for couples and for families (not just addition of individual rates)","3 or more","3 or more","30","1","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,Yes;Adopted Child,No;Foster Child,Yes;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Life Partner,No","10","SHOP (Small Group)","Yes"
"2016","LA","86868","HIOS","2","2015-07-10 02:19:03","86868","35-0472300","86868LA001","86868LA0010007","There are rates specifically for couples and for families (not just addition of individual rates)","3 or more","3 or more","30","1","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,Yes;Adopted Child,No;Foster Child,Yes;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Life Partner,No","10","SHOP (Small Group)","Yes"
"2016","LA","86868","HIOS","2","2015-07-10 02:19:03","86868","35-0472300","86868LA001","86868LA0010008","There are rates specifically for couples and for families (not just addition of individual rates)","3 or more","3 or more","30","1","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,Yes;Adopted Child,No;Foster Child,Yes;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Life Partner,No","10","SHOP (Small Group)","Yes"
"2016","LA","87390","HIOS","4","2015-08-19 14:41:20","87390","13-5123390","87390LA001","87390LA0010003","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","Not Applicable","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Adopted Child,No;Foster Child,No;Stepson or Stepdaughter,No;Self,No;Child,No","10","SHOP (Small Group)","Yes"
"2016","LA","87390","HIOS","4","2015-08-19 14:41:20","87390","13-5123390","87390LA002","87390LA0020003","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","Not Applicable","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Adopted Child,No;Foster Child,No;Stepson or Stepdaughter,No;Self,No;Child,No","10","SHOP (Small Group)","Yes"
"2016","LA","87390","HIOS","4","2015-08-19 14:41:20","87390","13-5123390","87390LA004","87390LA0040003","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","26","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Adopted Child,No;Foster Child,No;Stepson or Stepdaughter,No;Self,No;Child,No","11","SHOP (Small Group)","Yes"
"2016","LA","87390","HIOS","4","2015-08-19 14:41:20","87390","13-5123390","87390LA006","87390LA0060003","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","26","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Adopted Child,No;Foster Child,No;Stepson or Stepdaughter,No;Self,No;Child,No","12","SHOP (Small Group)","Yes"
"2016","LA","87390","HIOS","4","2015-08-19 14:41:20","87390","13-5123390","87390LA007","87390LA0070001","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","26","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Adopted Child,No;Foster Child,No;Stepson or Stepdaughter,No;Self,No;Child,No","13","Individual","Yes"
"2016","LA","97176","HIOS","6","2015-08-26 09:56:12","97176","23-7384555","97176LA034","97176LA0340010","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No","10","Individual","No"
"2016","LA","97176","HIOS","6","2015-08-26 09:56:12","97176","23-7384555","97176LA034","97176LA0340015","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No","10","Individual","No"
"2016","LA","97176","HIOS","6","2015-08-26 09:56:12","97176","23-7384555","97176LA034","97176LA0340016","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No","10","Individual","No"
"2016","LA","97176","HIOS","6","2015-08-26 09:56:12","97176","23-7384555","97176LA034","97176LA0340017","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No","10","Individual","No"
"2016","LA","97176","HIOS","6","2015-08-26 09:56:12","97176","23-7384555","97176LA034","97176LA0340018","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No","10","Individual","No"
"2016","LA","97176","HIOS","6","2015-08-26 09:56:12","97176","23-7384555","97176LA034","97176LA0340019","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No","10","Individual","No"
"2016","LA","97176","HIOS","6","2015-08-26 09:56:12","97176","23-7384555","97176LA035","97176LA0350001","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No","10","Individual","No"
"2016","LA","97176","HIOS","6","2015-08-26 09:56:12","97176","23-7384555","97176LA035","97176LA0350002","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No","10","Individual","No"
"2016","LA","97176","HIOS","6","2015-08-26 09:56:12","97176","23-7384555","97176LA035","97176LA0350003","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No","10","Individual","No"
"2016","LA","97176","HIOS","6","2015-08-26 09:56:12","97176","23-7384555","97176LA035","97176LA0350004","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No","10","Individual","No"
"2016","LA","97176","HIOS","6","2015-08-26 09:56:12","97176","23-7384555","97176LA035","97176LA0350005","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No","10","Individual","No"
"2016","LA","97176","HIOS","6","2015-08-26 09:56:12","97176","23-7384555","97176LA035","97176LA0350006","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No","10","Individual","No"
"2016","LA","97176","HIOS","6","2015-08-26 09:56:12","97176","23-7384555","97176LA036","97176LA0360010","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No","11","SHOP (Small Group)","No"
"2016","LA","97176","HIOS","6","2015-08-26 09:56:12","97176","23-7384555","97176LA036","97176LA0360013","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","No","No","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No","11","SHOP (Small Group)","No"
